,actor id,actor name,character,gender,movie id,movie release year,title
2199,37625,Andrew Garfield,Peter Parker / Spider-Man,Male,1930,2012,The Amazing Spider-Man
2200,7060,Martin Freeman,Bilbo,Male,49051,2012,The Hobbit: An Unexpected Journey
2201,9015,Kelly Macdonald,Mérida (voice),Female,62177,2012,Brave
2202,5723,John Leguizamo,Sid (voice),Male,57800,2012,Ice Age: Continental Drift
2203,19292,Adam Sandler,Count Dracula (voice),Male,76492,2012,Hotel Transylvania
2204,8784,Daniel Craig,James Bond,Male,37724,2012,Skyfall
2205,29222,Zac Efron,Ted Wiggins (voice),Male,73723,2012,The Lorax
2206,1204,Julia Roberts,Evil Queen,Female,62764,2012,Mirror Mirror
2207,134,Jamie Foxx,Django Freeman,Male,68718,2012,Django Unchained
2208,43775,Jane Lynch,Sergeant Calhoun (voice),Female,82690,2012,Wreck-It Ralph
2209,1114607,Mathias Melloul,Romain,Male,112160,2012,Sexual Chronicles of a French Family
2210,37917,Kristen Stewart,Bella Swan,Female,50620,2012,The Twilight Saga: Breaking Dawn - Part 2
2211,60900,Taylor Kitsch,Lieutenant Alex Hopper,Male,44833,2012,Battleship
2212,214556,Indiana Evans,Emmaline 'Emma' Robinson,Female,115290,2012,Blue Lagoon: The Awakening
2213,16483,Sylvester Stallone,Barney Ross,Male,76163,2012,The Expendables 2
2214,556435,Jo Yeo-jeong,Hwa-yeon,Female,122126,2012,The Concubine
2215,27972,Josh Hutcherson,Sean Anderson,Male,72545,2012,Journey 2: The Mysterious Island
2216,87722,Noomi Rapace,Dr. Elizabeth Shaw,Female,70981,2012,Prometheus
2217,7399,Ben Stiller,Alex (voice),Male,80321,2012,Madagascar 3: Europe's Most Wanted
2218,1073327,Camilla Arfwedson,Sheriff Angela,Female,125509,2012,Wrong Turn 5: Bloodlines
2219,226564,Mario Maurer,Jan Dara,Male,151512,2012,Jan Dara: The Beginning
2220,24045,Joseph Gordon-Levitt,Joe,Male,59967,2012,Looper
2221,8338,Jodelle Ferland,Alexis Baxter,Female,134375,2012,Home Alone: The Holiday Heist
2222,84223,Anna Kendrick,Beca Mitchell,Female,114150,2012,Pitch Perfect
2223,3131,Antonio Banderas,Puss in Boots (voice),Male,83201,2012,Puss in Boots: The Three Diablos
2224,6730,Sacha Baron Cohen,Aladeen / Efawadh,Male,76493,2012,The Dictator
2225,21593,Jason Biggs,Jim Levenstein,Male,71552,2012,American Reunion
2226,62064,Chris Pine,Jack Frost (voice),Male,81188,2012,Rise of the Guardians
2227,72466,Colin Farrell,Doug Quaid/Carl Hauser,Male,64635,2012,Total Recall
2228,6968,Hugh Jackman,Jean Valjean,Male,82695,2012,Les Misérables
2229,83002,Jessica Chastain,Maya,Female,97630,2012,Zero Dark Thirty
2230,27811,Peter Weller,Batman / Bruce Wayne,Male,123025,2012,"Batman: The Dark Knight Returns, Part 1"
2231,2888,Will Smith,Agent J,Male,41154,2012,Men in Black 3
2232,122889,Dane DeHaan,Andrew Detmer,Male,76726,2012,Chronicle
2233,17604,Jeremy Renner,Aaron Cross,Male,49040,2012,The Bourne Legacy
2234,13240,Mark Wahlberg,John Bennett,Male,72105,2012,Ted
2235,556275,Matthew Mercer,Leon S. Kennedy,Male,133121,2012,Resident Evil: Damnation
2236,72129,Jennifer Lawrence,Katniss Everdeen,Female,70160,2012,The Hunger Games
2237,210824,Kristen Connolly,Dana Polk,Female,22970,2012,The Cabin in the Woods
2238,500,Tom Cruise,Jack Reacher,Male,75780,2012,Jack Reacher
2239,43366,Ann Dowd,Sandra,Female,84188,2012,Compliance
2240,64880,Choi Min-sik,Choi Ik-hyun,Male,89501,2012,Nameless Gangster
2241,52404,Mae Whitman,Tinker Bell (voice),Female,75258,2012,Secret of the Wings
2242,239996,Benjamin Walker,Abraham Lincoln,Male,72331,2012,Abraham Lincoln: Vampire Hunter
2243,589098,Ashley Grace,Angelina,Female,94901,2012,About Cherry
2244,205474,Adelaide Clemens,Heather Mason / Sharon Da Silva / Alessa,Female,61012,2012,Silent Hill: Revelation 3D
2245,37917,Kristen Stewart,Snow White,Female,58595,2012,Snow White and the Huntsman
2247,53714,Rachel McAdams,Paige Collins,Female,72570,2012,The Vow
2248,31,Tom Hanks,Dr. Henry Goose / Hotel Manager / Isaac Sachs / Dermot Hoggins / Cavendish Look-a-Like Actor / Zachry,Male,83542,2012,Cloud Atlas
2249,1215144,Victor Webster,Mathayus,Male,78049,2012,The Scorpion King 3: Battle for Redemption
2250,933160,Suraj Sharma,Pi Patel (16 / 17 Years),Male,87827,2012,Life of Pi
2251,65731,Sam Worthington,Perseus,Male,57165,2012,Wrath of the Titans
2252,3489,Naomi Watts,Maria Bennett,Female,80278,2012,The Impossible
2253,3967,Kate Beckinsale,Selene,Female,52520,2012,Underworld: Awakening
2254,527393,Dylan O'Brien,Dave Hodgman,Male,84199,2012,The First Time
2255,85,Johnny Depp,Barnabas Collins,Male,62213,2012,Dark Shadows
2256,60900,Taylor Kitsch,John Carter,Male,49529,2012,John Carter
2257,205,Kirsten Dunst,Eden Moore,Female,58244,2012,Upside Down
2258,41901,Roselyn Sánchez,Lisa Morales,Female,75674,2012,Act of Valor
2259,230659,Takeru Satoh,Kenshin Himura,Male,127533,2012,Rurouni Kenshin
2260,21007,Jonah Hill,Officer Morton Schmidt / Doug McQuaid,Male,64688,2012,21 Jump Street
2262,113505,Kodi Smit-McPhee,Norman Babcock (voice),Male,77174,2012,ParaNorman
2263,51988,Lizzy Caplan,Claire Wise,Female,119569,2012,Marvel One-Shot: Item 47
2264,49918,Charlie Tahan,Victor Frankenstein (voice),Male,62214,2012,Frankenweenie
2265,40325,Megumi Hayashibara,Rei Ayanami,Female,75629,2012,Evangelion: 3.0 You Can (Not) Redo
2266,62,Bruce Willis,Captain Sharp,Male,83666,2012,Moonrise Kingdom
2267,88322,Liam Boyle,Paul,Male,101179,2012,Truth or Dare
2268,18897,Jackie Chan,Jackie / Asian Hawk,Male,98567,2012,Chinese Zodiac
2269,71070,Amanda Seyfried,Jill Conway,Female,79548,2012,Gone
2270,62,Bruce Willis,Mike Cella,Male,139567,2012,Fire with Fire
2271,880,Ben Affleck,Tony Mendez,Male,68734,2012,Argo
2272,36594,Juno Temple,Alice,Female,127867,2012,The Brass Teapot
2273,9278,Jennifer Garner,Cindy Green,Female,71864,2012,The Odd Life of Timothy Green
2274,16855,Mandy Moore,Rapunzel (voice),Female,82881,2012,Tangled Ever After
2275,976,Jason Statham,Luke Wright,Male,72387,2012,Safe
2276,17142,Paul Dano,Calvin,Male,103332,2012,Ruby Sparks
2277,225692,Jeremy Irvine,Philip 'Pip' Pirrip,Male,121674,2012,Great Expectations
2279,22226,Paul Rudd,George,Male,50647,2012,Wanderlust
2281,78324,Jamie Chung,Eden,Female,96599,2012,Eden
2282,19292,Adam Sandler,Donny Berger,Male,87428,2012,That's My Boy
2283,1372,Karl Urban,Judge Dredd,Male,49049,2012,Dredd
2284,10959,Shia LaBeouf,Jack Bondurant,Male,82633,2012,Lawless
2285,51329,Bradley Cooper,Pat Solatano Jr.,Male,82693,2012,Silver Linings Playbook
2286,28639,Carmen Electra,Anne Babish,Female,86703,2012,2-Headed Shark Attack
2287,47296,Jeffrey Dean Morgan,Clyde,Male,77883,2012,The Possession
2288,13240,Mark Wahlberg,Chris Farraday,Male,77866,2012,Contraband
2289,89819,Zachary Gordon,Greg Heffley,Male,82650,2012,Diary of a Wimpy Kid: Dog Days
2290,934,Russell Crowe,Jack Knife,Male,97430,2012,The Man with the Iron Fists
2291,34947,Kevin Conroy,Bruce Wayne / Batman (voice),Male,76589,2012,Justice League: Doom
2292,31838,Danielle Panabaker,Maddy,Female,71668,2012,Piranha 3DD
2293,29221,Brittany Snow,Iris,Female,97051,2012,Would You Rather
2294,6941,Cameron Diaz,Jules Baxter,Female,76494,2012,What to Expect When You're Expecting
2295,25401,Josefine Preuß,Lena Schneider,Female,94562,2012,Turkish for Beginners
2296,33235,Logan Lerman,Charlie Kelmeckis,Male,84892,2012,The Perks of Being a Wallflower
2297,17286,Lena Headey,Mary Sandin,Female,158015,2013,The Purge
2298,40462,Kristen Bell,Anna (voice),Female,109445,2013,Frozen
2299,74568,Chris Hemsworth,Thor Odinson,Male,76338,2013,Thor: The Dark World
2300,7060,Martin Freeman,Bilbo Baggins,Male,57158,2013,The Hobbit: The Desolation of Smaug
2301,4495,Steve Carell,Gru (voice),Male,93456,2013,Despicable Me 2
2302,73968,Henry Cavill,Clark Kent / Superman / Kal-El,Male,49521,2013,Man of Steel
2303,3223,Robert Downey Jr.,Tony Stark / Iron Man,Male,68721,2013,Iron Man 3
2304,17178,Patrick Wilson,Ed Warren,Male,138843,2013,The Conjuring
2305,51329,Bradley Cooper,Phil,Male,109439,2013,The Hangover Part III
2306,6193,Leonardo DiCaprio,Jordan Belfort,Male,106646,2013,The Wolf of Wall Street
2307,72129,Jennifer Lawrence,Katniss Everdeen,Female,101299,2013,The Hunger Games: Catching Fire
2308,93210,Domhnall Gleeson,Tim Lake,Male,122906,2013,About Time
2309,17178,Patrick Wilson,Josh Lambert,Male,91586,2013,Insidious: Chapter 2
2310,109513,Alexandra Daddario,Heather Miller,Female,76617,2013,Texas Chainsaw 3D
2311,17605,Idris Elba,Stacker Pentecost,Male,68726,2013,Pacific Rim
2312,2963,Nicolas Cage,Grug Crood (voice),Male,49519,2013,The Croods
2313,18277,Sandra Bullock,Dr. Ryan Stone,Female,49047,2013,Gravity
2314,35548,Simon Rex,Dan Sanders,Male,4258,2013,Scary Movie 5
2315,7904,Billy Crystal,"Michael ""Mike"" Wazowski (voice)",Male,62211,2013,Monsters University
2316,12835,Vin Diesel,Riddick,Male,87421,2013,Riddick
2317,1115687,Aki Asakura,Princess Kaguya (voice),Female,149871,2013,The Tale of the Princess Kaguya
2318,6193,Leonardo DiCaprio,Jay Gatsby,Male,64682,2013,The Great Gatsby
2319,19278,Bill Hader,Flint Lockwood (voice),Male,109451,2013,Cloudy with a Chance of Meatballs 2
2320,90496,Masako Nozawa,Son Goku / Son Gohan / Son Goten (voice),Female,126963,2013,Dragon Ball Z: Battle of Gods
2321,4273,Charlotte Gainsbourg,Joe,Female,249397,2013,Nymphomaniac: Vol. II
2322,16828,Chris Evans,Curtis Everett,Male,110415,2013,Snowpiercer
2323,5294,Chiwetel Ejiofor,Solomon Northup,Male,76203,2013,12 Years a Slave
2324,33235,Logan Lerman,Percy Jackson,Male,76285,2013,Percy Jackson: Sea of Monsters
2325,17276,Gerard Butler,Mike Banning,Male,117263,2013,Olympus Has Fallen
2326,20746,Justin Chambers,Barry Allen / The Flash (voice),Male,183011,2013,Justice League: The Flashpoint Paradox
2327,287,Brad Pitt,Gerry Lane,Male,72190,2013,World War Z
2328,1229,Jeff Bridges,Roy Pulsipher,Male,49524,2013,R.I.P.D.
2329,572084,Wen Zhang,Chen Xuanzang / Tripitaka,Male,170657,2013,Journey to the West: Conquering the Demons
2330,18918,Dwayne Johnson,Marvin Hinton / Roadblock,Male,72559,2013,G.I. Joe: Retaliation
2331,1154842,Jemma Dallender,Katie,Female,207768,2013,I Spit on Your Grave 2
2332,18277,Sandra Bullock,Sarah Ashburn,Female,136795,2013,The Heat
2333,62064,Chris Pine,James T. Kirk,Male,54138,2013,Star Trek Into Darkness
2334,67599,Vanessa Hudgens,Candy,Female,122081,2013,Spring Breakers
2335,85,Johnny Depp,Tonto,Male,57201,2013,The Lone Ranger
2336,62,Bruce Willis,John McClane,Male,47964,2013,A Good Day to Die Hard
2337,44735,Jesse Eisenberg,J. Daniel Atlas,Male,75656,2013,Now You See Me
2338,73421,Joaquin Phoenix,Theodore Twombly,Male,152601,2013,Her
2339,31837,Dane Cook,Dusty Crophopper (voice),Male,151960,2013,Planes
2340,4273,Charlotte Gainsbourg,Joe,Female,258216,2013,Nymphomaniac: Vol. I
2341,6384,Keanu Reeves,Kai,Male,64686,2013,47 Ronin
2342,1892,Matt Damon,Max,Male,68724,2013,Elysium
2343,58224,Jason Sudeikis,David Clark,Male,138832,2013,We're the Millers
2344,7399,Ben Stiller,Walter Mitty,Male,116745,2013,The Secret Life of Walter Mitty
2345,112561,Lily Collins,Clary Fray,Female,123553,2013,The Mortal Instruments: City of Bones
2346,77921,Hideaki Anno,Jirô Horikoshi (voice),Male,149870,2013,The Wind Rises
2347,16483,Sylvester Stallone,Ray Breslin,Male,107846,2013,Escape Plan
2348,17604,Jeremy Renner,Hansel,Male,60304,2013,Hansel & Gretel: Witch Hunters
2349,10297,Matthew McConaughey,Ron Woodroof,Male,152532,2013,Dallas Buyers Club
2350,27428,Aaron Taylor-Johnson,Dave Lizewski / Kick-Ass,Male,59859,2013,Kick-Ass 2
2351,19292,Adam Sandler,Lenny Feder,Male,109418,2013,Grown Ups 2
2352,530618,Jane Levy,Mia Allen,Female,109428,2013,Evil Dead
2353,46364,Shun Oguri,Captain Harlock (voice),Male,192577,2013,Space Pirate Captain Harlock
2354,6968,Hugh Jackman,Keller Dover,Male,146233,2013,Prisoners
2355,1772,Anna Faris,"Vanessa (segment ""The Proposition"")",Female,87818,2013,Movie 43
2356,72466,Colin Farrell,Ronin (voice),Male,116711,2013,Epic
2357,62,Bruce Willis,Frank Moses,Male,146216,2013,RED 2
2358,500,Tom Cruise,Jack Harper,Male,75612,2013,Oblivion
2359,17051,James Franco,Himself,Male,109414,2013,This Is the End
2360,10843,Luke Goss,Carl 'Luke' Lucas / Frankenstein,Male,156717,2013,Death Race: Inferno
2361,31,Tom Hanks,Captain Richard Phillips,Male,109424,2013,Captain Phillips
2362,1370,Brad Dourif,Chucky (Voice),Male,167032,2013,Curse of Chucky
2363,41292,Keri Russell,Lacy Barrett,Female,145135,2013,Dark Skies
2364,976,Jason Statham,Phil Broker,Male,204082,2013,Homefront
2365,1337,Tony Leung Chiu-Wai,Ip Man,Male,44865,2013,The Grandmaster
2366,24045,Joseph Gordon-Levitt,"Jon Martello, Jr.",Male,138697,2013,Don Jon
2367,3489,Naomi Watts,Lil,Female,111190,2013,Adore
2368,5530,James McAvoy,Simon,Male,68727,2013,Trance
2369,13240,Mark Wahlberg,Daniel Lugo,Male,134374,2013,Pain & Gain
2370,209200,Emily Baldoni,Em,Female,220289,2013,Coherence
2371,34502,Kellan Lutz,Tarzan (voice),Male,230222,2013,Tarzan
2372,17288,Michael Fassbender,The Counselor,Male,109091,2013,The Counselor
2373,19588,Miyu Irino,Takao Akizuki (voice),Male,198375,2013,The Garden of Words
2374,380,Robert De Niro,Fred Blake / Giovanni Manzoni,Male,112205,2013,The Family
2375,120724,Jaden Smith,Kitai Raige,Male,82700,2013,After Earth
2376,27811,Peter Weller,Batman / Bruce Wayne,Male,142061,2013,"Batman: The Dark Knight Returns, Part 2"
2377,11108,Simon Pegg,Gary King,Male,107985,2013,The World's End
2378,3292,Nicholas Hoult,R,Male,82654,2013,Warm Bodies
2379,13240,Mark Wahlberg,Petty Officer First Class Marcus Luttrell,Male,193756,2013,Lone Survivor
2380,27319,Christoph Waltz,Qohen Leth,Male,157834,2013,The Zero Theorem
2381,118,Geoffrey Rush,Virgil Oldman,Male,152742,2013,The Best Offer
2383,56734,Chloë Grace Moretz,Carrie White,Female,133805,2013,Carrie
2384,5587,Hank Azaria,Gargamel,Male,77931,2013,The Smurfs 2
2385,17051,James Franco,Oz,Male,68728,2013,Oz the Great and Powerful
2386,7056,Emma Thompson,P.L. Travers,Female,140823,2013,Saving Mr. Banks
2387,52851,Paula Patton,Montana Moore,Female,175528,2013,Baggage Claim
2388,10859,Ryan Reynolds,Turbo (voice),Male,77950,2013,Turbo
2389,16851,Josh Brolin,Joe Doucett,Male,87516,2013,Oldboy
2390,1231,Julianne Moore,Linda Sinclair,Female,174321,2013,The English Teacher
2391,77948,Selena Gomez,Alex Russo,Female,178682,2013,The Wizards Return: Alex vs. Alex
2392,3894,Christian Bale,Irving Rosenfeld,Male,168672,2013,American Hustle
2393,45400,Greta Gerwig,Frances Halladay,Female,121986,2013,Frances Ha
2394,172069,Chadwick Boseman,Jackie Robinson,Male,109410,2013,42
2395,3872,Daniel Brühl,Niki Lauda,Male,96721,2013,Rush
2396,131,Jake Gyllenhaal,Adam Bell / Anthony Claire,Male,181886,2013,Enemy
2397,81685,Frank Grillo,Leo Barnes,Male,238636,2014,The Purge: Anarchy
2398,73457,Chris Pratt,Peter Quill / Star-Lord,Male,118340,2014,Guardians of the Galaxy
2399,10297,Matthew McConaughey,"Joseph ""Coop"" Cooper",Male,157336,2014,Interstellar
2400,880,Ben Affleck,Nick Dunne,Male,210577,2014,Gone Girl
2401,527393,Dylan O'Brien,Thomas,Male,198663,2014,The Maze Runner
2402,7060,Martin Freeman,Bilbo Baggins,Male,122917,2014,The Hobbit: The Battle of the Five Armies
2403,66580,Scott Adsit,Baymax (voice),Male,177572,2014,Big Hero 6
2404,19537,Megan Fox,April O'Neil,Female,98566,2014,Teenage Mutant Ninja Turtles
2405,6384,Keanu Reeves,John Wick,Male,245891,2014,John Wick
2406,6968,Hugh Jackman,Logan / Wolverine,Male,127585,2014,X-Men: Days of Future Past
2407,996701,Miles Teller,Andrew Neimann,Male,244786,2014,Whiplash
2408,72129,Jennifer Lawrence,Katniss Everdeen,Female,131631,2014,The Hunger Games: Mockingjay - Part 1
2409,11701,Angelina Jolie,Maleficent,Female,102651,2014,Maleficent
2410,71580,Benedict Cumberbatch,Alan Turing,Male,205596,2014,The Imitation Game
2411,2232,Michael Keaton,Riggan,Male,194662,2014,Birdman
2412,1333,Andy Serkis,Caesar,Male,119450,2014,Dawn of the Planet of the Apes
2413,37625,Andrew Garfield,Peter Parker / Spider-Man,Male,102382,2014,The Amazing Spider-Man 2
2414,7399,Ben Stiller,Larry Daley,Male,181533,2014,Night at the Museum: Secret of the Tomb
2415,131,Jake Gyllenhaal,Louis Bloom,Male,242582,2014,Nightcrawler
2416,94185,Shailene Woodley,"Beatrice ""Tris"" Prior",Female,157350,2014,Divergent
2417,449,Jay Baruchel,Hiccup Horrendous Haddock III (voice),Male,82702,2014,How to Train Your Dragon 2
2418,5292,Denzel Washington,Robert McCall,Male,156022,2014,The Equalizer
2419,23532,Jason Bateman,Nick Hendricks,Male,227159,2014,Horrible Bosses 2
2420,1094091,Maika Monroe,Jay Height,Female,270303,2014,It Follows
2421,3967,Kate Beckinsale,Eliza Graves,Female,207933,2014,Stonehearst Asylum
2422,5064,Meryl Streep,Witch,Female,224141,2014,Into the Woods
2423,287,Brad Pitt,Don 'Wardaddy' Collier,Male,228150,2014,Fury
2424,3896,Liam Neeson,Bryan Mills,Male,260346,2014,Taken 3
2425,13240,Mark Wahlberg,Cade Yeager,Male,91314,2014,Transformers: Age of Extinction
2426,500,Tom Cruise,"Maj. William ""Bill"" Cage",Male,137113,2014,Edge of Tomorrow
2427,18864,Tom McGrath,Skipper (voice),Male,270946,2014,Penguins of Madagascar
2428,18918,Dwayne Johnson,Hercules,Male,184315,2014,Hercules
2429,6941,Cameron Diaz,Annie,Female,225886,2014,Sex Tape
2430,114019,Luke Evans,Dracula / Vlad Tepes,Male,49017,2014,Dracula Untold
2431,16483,Sylvester Stallone,Barney Ross,Male,138103,2014,The Expendables 3
2432,3894,Christian Bale,Moses,Male,147441,2014,Exodus: Gods and Kings
2433,5469,Ralph Fiennes,Monsieur Gustave H.,Male,120467,2014,The Grand Budapest Hotel
2434,16828,Chris Evans,Steve Rogers / Captain America,Male,100402,2014,Captain America: The Winter Soldier
2435,17244,Hayden Christensen,Jacob,Male,289720,2014,Outcast
2436,1121,Benicio del Toro,Pablo Escobar,Male,255343,2014,Escobar: Paradise Lost
2437,94185,Shailene Woodley,Hazel Grace Lancaster,Female,222935,2014,The Fault in Our Stars
2438,19274,Seth Rogen,Mac Radner,Male,195589,2014,Neighbors
2439,1229,Jeff Bridges,Master Gregory,Male,68737,2014,Seventh Son
2440,52404,Mae Whitman,Tinker Bell (voice),Female,175112,2014,Tinker Bell and the Pirate Fairy
2441,2295,Mickey Rourke,Marv,Male,189,2014,Sin City: A Dame to Kill For
2442,973,Jason Flemyng,Jonathan Green,Male,208763,2014,Forbidden Kingdom
2443,62064,Chris Pine,Jack Ryan,Male,137094,2014,Jack Ryan: Shadow Recruit
2444,73457,Chris Pratt,Emmet Brickowski (voice),Male,137106,2014,The Lego Movie
2445,3896,Liam Neeson,Matthew Scudder,Male,169917,2014,A Walk Among the Tombstones
2446,38664,Sullivan Stapleton,Themistocles,Male,53182,2014,300: Rise of an Empire
2447,417,Ginnifer Goodwin,Fawn (voice),Female,297270,2014,Tinker Bell and the Legend of the NeverBeast
2448,1241939,Wasabi Mizuta,Doraemon,Female,265712,2014,Stand by Me Doraemon
2449,84497,Aaron Paul,Tobey Marshall,Male,136797,2014,Need for Speed
2450,684,Tom Schilling,Benjamin,Male,284427,2014,Who Am I
2451,1245,Scarlett Johansson,Lucy Miller,Female,240832,2014,Lucy
2452,16828,Chris Evans,Narrator,Male,277547,2014,Playing It Cool
2453,15232,Ty Burrell,Mr. Peabody (voice),Male,82703,2014,Mr. Peabody & Sherman
2454,27428,Aaron Taylor-Johnson,Ford Brody,Male,124905,2014,Godzilla
2455,112561,Lily Collins,Rosie Dunne,Female,200727,2014,"Love, Rosie"
2456,1269,Kevin Costner,Ethan Renner,Male,192102,2014,3 Days to Kill
2457,449,Jay Baruchel,Hiccup (voice),Male,298115,2014,Dragons: Dawn Of The Dragon Racers
2458,37632,Eddie Redmayne,Stephen Hawking,Male,266856,2014,The Theory of Everything
2459,28781,Christian Clavier,Claude Verneuil,Male,262391,2014,Serial (Bad) Weddings
2460,517,Pierce Brosnan,Peter H. Devereaux,Male,254904,2014,The November Man
2461,62,Bruce Willis,Omar,Male,241254,2014,The Prince
2462,10692,Michael Pitt,Ian Gray,Male,244267,2014,I Origins
2463,82809,Annabelle Wallis,Mia Form,Female,250546,2014,Annabelle
2464,1168935,Sara Takatsuki,Anna Sasaki (voice),Female,242828,2014,When Marnie Was There
2465,51329,Bradley Cooper,Chris Kyle,Male,190859,2014,American Sniper
2466,1059597,Zoey Deutch,Rose Hathaway,Female,203739,2014,Vampire Academy
2467,1017347,Brenton Thwaites,Jonas,Male,227156,2014,The Giver
2468,569,Ethan Hawke,The Bartender,Male,206487,2014,Predestination
2469,11705,Michelle Monaghan,Diana Prince / Wonder Woman (voice),Female,217993,2014,Justice League: War
2470,173150,Roma Downey,"Mary, Mother of Jesus",Female,235260,2014,Son of God
2471,1173984,Olivia Cooke,Laine Morris,Female,242512,2014,Ouija
2472,932091,Ryan Guzman,Sean,Male,243683,2014,Step Up All In
2473,92404,Joel Kinnaman,RoboCop,Male,97020,2014,RoboCop
2474,206,Jim Carrey,Lloyd Christmas,Male,100042,2014,Dumb and Dumber To
2475,934,Russell Crowe,Noah,Male,86834,2014,Noah
2476,17051,James Franco,Dave Skylark,Male,228967,2014,The Interview
2477,1055235,Quvenzhané Wallis,Annie Beckett,Female,196867,2014,Annie
2478,2963,Nicolas Cage,Rayford Steele,Male,218043,2014,Left Behind
2479,1149826,Paloma Bloyd,Niki,Female,261470,2014,Sorry If I Call You Love
2480,1341,Donnie Yen,Sun Wukong / Monkey King,Male,119892,2014,The Monkey King
2481,2524,Tom Hardy,Bob,Male,154400,2014,The Drop
2483,3087,Robert Duvall,Judge Joseph 'Joe' Palmer,Male,205587,2014,The Judge
2484,73421,Joaquin Phoenix,"Larry ""Doc"" Sportello",Male,171274,2014,Inherent Vice
2485,8688,Diego Luna,Manolo (voice),Male,228326,2014,The Book of Life
2486,9778,Ice Cube,James,Male,168530,2014,Ride Along
2487,589098,Ashley Grace,Nora,Female,282813,2014,The Pyramid
2488,4451,Mark Webber,Elliot,Male,155084,2014,13 Sins
2489,934,Russell Crowe,Joshua Connor,Male,256917,2014,The Water Diviner
2490,70459,Maria Ehrich,Gwendolyn Shepherd,Female,279229,2014,Sapphire Blue
2491,17064,Ben Whishaw,Paddington (voice),Male,116149,2014,Paddington
2492,33449,Essie Davis,Amelia Vanek,Female,242224,2014,The Babadook
2493,1372,Karl Urban,Vincent Stevens,Male,72784,2014,The Loft
2494,86612,Anne Dorval,Diane 'Die' Després,Female,265177,2014,Mommy
2495,80613,China Anne McClain,Gabby Harrison,Female,286987,2014,How to Build a Better Boy
2496,15277,Jon Favreau,Carl Casper,Male,212778,2014,Chef
2497,500,Tom Cruise,Ethan Hunt,Male,177677,2015,Mission: Impossible - Rogue Nation
2498,3223,Robert Downey Jr.,Tony Stark / Iron Man,Male,99861,2015,Avengers: Age of Ultron
2499,22226,Paul Rudd,Scott Lang / Ant-Man,Male,102899,2015,Ant-Man
2500,94185,Shailene Woodley,"Beatrice ""Tris"" Prior",Female,262500,2015,Insurgent
2501,5081,Emily Blunt,Kate Macer,Female,273481,2015,Sicario
2502,19292,Adam Sandler,Dracula (voice),Male,159824,2015,Hotel Transylvania 2
2503,73457,Chris Pratt,Owen Grady,Male,135397,2015,Jurassic World
2504,56322,Amy Poehler,Joy (voice),Female,150540,2015,Inside Out
2505,1892,Matt Damon,Mark Watney,Male,286217,2015,The Martian
2506,3,Harrison Ford,Han Solo,Male,140607,2015,Star Wars: The Force Awakens
2507,18918,Dwayne Johnson,Ray Gaines,Male,254128,2015,San Andreas
2508,527393,Dylan O'Brien,Thomas,Male,294254,2015,Maze Runner: The Scorch Trials
2509,82191,Sharlto Copley,Chappie,Male,198184,2015,Chappie
2510,1016168,Lily James,Cinderella,Female,150689,2015,Cinderella
2511,19292,Adam Sandler,Sam Brenner,Male,257344,2015,Pixels
2512,1100,Arnold Schwarzenegger,The Terminator,Male,87101,2015,Terminator Genisys
2513,52018,Britt Robertson,Casey Newton,Female,158852,2015,Tomorrowland
2514,5472,Colin Firth,Harry Hart / Galahad,Male,207703,2015,Kingsman: The Secret Service
2515,2524,Tom Hardy,Max Rockatansky,Male,76341,2015,Mad Max: Fury Road
2516,70851,Jack Black,R.L. Stine,Male,257445,2015,Goosebumps
2517,118545,Dakota Johnson,Anastasia Steele,Female,216015,2015,Fifty Shades of Grey
2518,12835,Vin Diesel,Dominic Toretto,Male,168259,2015,Furious 7
2519,18973,Mila Kunis,Jupiter Jones,Female,76757,2015,Jupiter Ascending
2520,72129,Jennifer Lawrence,Katniss Everdeen,Female,131634,2015,The Hunger Games: Mockingjay - Part 2
2521,93210,Domhnall Gleeson,Caleb Smith,Male,264660,2015,Ex Machina
2522,8784,Daniel Craig,James Bond,Male,206647,2015,Spectre
2523,13240,Mark Wahlberg,John,Male,214756,2015,Ted 2
2524,130565,Nick Jonas,Doug Martin,Male,317744,2015,Careful What You Wish For
2525,84223,Anna Kendrick,Beca Mitchell,Female,254470,2015,Pitch Perfect 2
2526,517,Pierce Brosnan,Nash,Male,334074,2015,Survivor
2527,131,Jake Gyllenhaal,Billy 'The Great'  Hope,Male,307081,2015,Southpaw
2528,2231,Samuel L. Jackson,Major Marquis Warren,Male,273248,2015,The Hateful Eight
2529,106490,Stefanie Scott,Quinn Brenner,Female,280092,2015,Insidious: Chapter 3
2530,963134,Raymond Ochoa,Arlo (voice),Male,105864,2015,The Good Dinosaur
2531,6193,Leonardo DiCaprio,Hugh Glass,Male,281957,2015,The Revenant
2532,74568,Chris Hemsworth,Nicholas Hathaway,Male,201088,2015,Blackhat
2533,59296,Daniella Alonso,Divina Martinez,Female,256961,2015,Paul Blart: Mall Cop 2
2534,73968,Henry Cavill,Napoleon Solo,Male,203801,2015,The Man from U.N.C.L.E.
2535,976,Jason Statham,Nick Wild,Male,265208,2015,Wild Card
2536,973385,Ross Lynch,Brady,Male,325189,2015,Teen Beach 2
2537,129928,Sarah Butler,Jennifer Hills / Angela,Female,357096,2015,I Spit on Your Grave III: Vengeance is Mine
